,filename,number,y
43,data/newdata/train/image4546_1719x.png,4,"[1, 7, 1, 9, 10]"
44,data/newdata/train/image7417_14xxx.png,2,"[1, 4, 10, 10, 10]"
45,data/newdata/train/image26230_2xxxx.png,1,"[2, 10, 10, 10, 10]"
46,data/newdata/train/image20788_14xxx.png,2,"[1, 4, 10, 10, 10]"
47,data/newdata/train/image17323_12xxx.png,2,"[1, 2, 10, 10, 10]"
48,data/newdata/train/image17099_40xxx.png,2,"[4, 0, 10, 10, 10]"
49,data/newdata/train/image17053_95xxx.png,2,"[9, 5, 10, 10, 10]"
50,data/newdata/train/image8832_2xxxx.png,1,"[2, 10, 10, 10, 10]"
51,data/newdata/train/image13335_1xxxx.png,1,"[1, 10, 10, 10, 10]"
52,data/newdata/train/image9084_9xxxx.png,1,"[9, 10, 10, 10, 10]"
53,data/newdata/train/image23567_16xxx.png,2,"[1, 6, 10, 10, 10]"
54,data/newdata/train/image5214_19xxx.png,2,"[1, 9, 10, 10, 10]"
55,data/newdata/train/image29368_9xxxx.png,1,"[9, 10, 10, 10, 10]"
56,data/newdata/train/image13090_34xxx.png,2,"[3, 4, 10, 10, 10]"
57,data/newdata/train/image8608_53xxx.png,2,"[5, 3, 10, 10, 10]"
58,data/newdata/train/image25939_22xxx.png,2,"[2, 2, 10, 10, 10]"
59,data/newdata/train/image22073_26xxx.png,2,"[2, 6, 10, 10, 10]"
60,data/newdata/train/image2539_105xx.png,3,"[1, 0, 5, 10, 10]"
61,data/newdata/train/image19719_11xxx.png,2,"[1, 1, 10, 10, 10]"
62,data/newdata/train/image15329_11xxx.png,2,"[1, 1, 10, 10, 10]"
63,data/newdata/train/image17171_424xx.png,3,"[4, 2, 4, 10, 10]"
64,data/newdata/train/image22000_26xxx.png,2,"[2, 6, 10, 10, 10]"
65,data/newdata/train/image27632_189xx.png,3,"[1, 8, 9, 10, 10]"
66,data/newdata/train/image1536_66xxx.png,2,"[6, 6, 10, 10, 10]"
67,data/newdata/train/image13151_58xxx.png,2,"[5, 8, 10, 10, 10]"
68,data/newdata/train/image10732_96xxx.png,2,"[9, 6, 10, 10, 10]"
69,data/newdata/train/image20563_19xxx.png,2,"[1, 9, 10, 10, 10]"
70,data/newdata/train/image13408_27xxx.png,2,"[2, 7, 10, 10, 10]"
71,data/newdata/train/image12838_168xx.png,3,"[1, 6, 8, 10, 10]"
72,data/newdata/train/image22783_2xxxx.png,1,"[2, 10, 10, 10, 10]"
73,data/newdata/train/image11100_42xxx.png,2,"[4, 2, 10, 10, 10]"
74,data/newdata/train/image28944_13xxx.png,2,"[1, 3, 10, 10, 10]"
75,data/newdata/train/image7910_333xx.png,3,"[3, 3, 3, 10, 10]"
76,data/newdata/train/image973_75xxx.png,2,"[7, 5, 10, 10, 10]"
77,data/newdata/train/image20718_59xxx.png,2,"[5, 9, 10, 10, 10]"
78,data/newdata/train/image24678_101xx.png,3,"[1, 0, 1, 10, 10]"
79,data/newdata/train/image10182_363xx.png,3,"[3, 6, 3, 10, 10]"
80,data/newdata/train/image25761_95xxx.png,2,"[9, 5, 10, 10, 10]"
81,data/newdata/train/image13101_2xxxx.png,1,"[2, 10, 10, 10, 10]"
82,data/newdata/train/image14403_30xxx.png,2,"[3, 0, 10, 10, 10]"
83,data/newdata/train/image12427_116xx.png,3,"[1, 1, 6, 10, 10]"
84,data/newdata/train/image3380_14xxx.png,2,"[1, 4, 10, 10, 10]"
85,data/newdata/train/image6073_165xx.png,3,"[1, 6, 5, 10, 10]"
86,data/newdata/train/image12692_61xxx.png,2,"[6, 1, 10, 10, 10]"
87,data/newdata/train/image9377_4xxxx.png,1,"[4, 10, 10, 10, 10]"
88,data/newdata/train/image10329_27xxx.png,2,"[2, 7, 10, 10, 10]"
89,data/newdata/train/image15041_91xxx.png,2,"[9, 1, 10, 10, 10]"
90,data/newdata/train/image5530_14xxx.png,2,"[1, 4, 10, 10, 10]"
91,data/newdata/train/image19146_59xxx.png,2,"[5, 9, 10, 10, 10]"
92,data/newdata/train/image22156_75xxx.png,2,"[7, 5, 10, 10, 10]"
93,data/newdata/train/image8105_16xxx.png,2,"[1, 6, 10, 10, 10]"
94,data/newdata/train/image25296_15xxx.png,2,"[1, 5, 10, 10, 10]"
95,data/newdata/train/image27662_11xxx.png,2,"[1, 1, 10, 10, 10]"
96,data/newdata/train/image20696_114xx.png,3,"[1, 1, 4, 10, 10]"
97,data/newdata/train/image15915_21xxx.png,2,"[2, 1, 10, 10, 10]"
98,data/newdata/train/image16202_361xx.png,3,"[3, 6, 1, 10, 10]"
99,data/newdata/train/image9659_71xxx.png,2,"[7, 1, 10, 10, 10]"
100,data/newdata/train/image18650_1923x.png,4,"[1, 9, 2, 3, 10]"
101,data/newdata/train/image4163_22xxx.png,2,"[2, 2, 10, 10, 10]"
102,data/newdata/train/image28046_254xx.png,3,"[2, 5, 4, 10, 10]"
103,data/newdata/train/image25953_297xx.png,3,"[2, 9, 7, 10, 10]"
104,data/newdata/train/image16622_26xxx.png,2,"[2, 6, 10, 10, 10]"
105,data/newdata/train/image22385_83xxx.png,2,"[8, 3, 10, 10, 10]"
106,data/newdata/train/image10974_61xxx.png,2,"[6, 1, 10, 10, 10]"
107,data/newdata/train/image23077_28xxx.png,2,"[2, 8, 10, 10, 10]"
108,data/newdata/train/image19512_16xxx.png,2,"[1, 6, 10, 10, 10]"
109,data/newdata/train/image861_127xx.png,3,"[1, 2, 7, 10, 10]"
110,data/newdata/train/image25250_185xx.png,3,"[1, 8, 5, 10, 10]"
111,data/newdata/train/image27305_98xxx.png,2,"[9, 8, 10, 10, 10]"
112,data/newdata/train/image3572_12xxx.png,2,"[1, 2, 10, 10, 10]"
113,data/newdata/train/image27276_891xx.png,3,"[8, 9, 1, 10, 10]"
114,data/newdata/train/image8323_2671x.png,4,"[2, 6, 7, 1, 10]"
115,data/newdata/train/image28063_254xx.png,3,"[2, 5, 4, 10, 10]"
116,data/newdata/train/image25931_13xxx.png,2,"[1, 3, 10, 10, 10]"
117,data/newdata/train/image6255_33xxx.png,2,"[3, 3, 10, 10, 10]"
118,data/newdata/train/image9699_42xxx.png,2,"[4, 2, 10, 10, 10]"
119,data/newdata/train/image2555_145xx.png,3,"[1, 4, 5, 10, 10]"
120,data/newdata/train/image11319_191xx.png,3,"[1, 9, 1, 10, 10]"
121,data/newdata/train/image8765_403xx.png,3,"[4, 0, 3, 10, 10]"
122,data/newdata/train/image908_9xxxx.png,1,"[9, 10, 10, 10, 10]"
123,data/newdata/train/image3414_54xxx.png,2,"[5, 4, 10, 10, 10]"
124,data/newdata/train/image23494_141xx.png,3,"[1, 4, 1, 10, 10]"
125,data/newdata/train/image23061_4xxxx.png,1,"[4, 10, 10, 10, 10]"
126,data/newdata/train/image27540_12xxx.png,2,"[1, 2, 10, 10, 10]"
127,data/newdata/train/image10719_138xx.png,3,"[1, 3, 8, 10, 10]"
128,data/newdata/train/image23731_41xxx.png,2,"[4, 1, 10, 10, 10]"
129,data/newdata/train/image8680_4xxxx.png,1,"[4, 10, 10, 10, 10]"
130,data/newdata/train/image21472_8xxxx.png,1,"[8, 10, 10, 10, 10]"
131,data/newdata/train/image12229_28xxx.png,2,"[2, 8, 10, 10, 10]"
132,data/newdata/train/image17731_37xxx.png,2,"[3, 7, 10, 10, 10]"
133,data/newdata/train/image10976_53xxx.png,2,"[5, 3, 10, 10, 10]"
134,data/newdata/train/image22008_185xx.png,3,"[1, 8, 5, 10, 10]"
135,data/newdata/train/image11626_328xx.png,3,"[3, 2, 8, 10, 10]"
136,data/newdata/train/image22489_87xxx.png,2,"[8, 7, 10, 10, 10]"
137,data/newdata/train/image6394_39xxx.png,2,"[3, 9, 10, 10, 10]"
138,data/newdata/train/image13006_110xx.png,3,"[1, 1, 0, 10, 10]"
139,data/newdata/train/image21067_42xxx.png,2,"[4, 2, 10, 10, 10]"
140,data/newdata/train/image25977_8xxxx.png,1,"[8, 10, 10, 10, 10]"
141,data/newdata/train/image7850_44xxx.png,2,"[4, 4, 10, 10, 10]"
142,data/newdata/train/image3942_522xx.png,3,"[5, 2, 2, 10, 10]"
143,data/newdata/train/image18302_31xxx.png,2,"[3, 1, 10, 10, 10]"
144,data/newdata/train/image22243_9xxxx.png,1,"[9, 10, 10, 10, 10]"
145,data/newdata/train/image1753_780xx.png,3,"[7, 8, 0, 10, 10]"
146,data/newdata/train/image24544_2xxxx.png,1,"[2, 10, 10, 10, 10]"
147,data/newdata/train/image25169_111xx.png,3,"[1, 1, 1, 10, 10]"
148,data/newdata/train/image5165_161xx.png,3,"[1, 6, 1, 10, 10]"
149,data/newdata/train/image29143_1xxxx.png,1,"[1, 10, 10, 10, 10]"
150,data/newdata/train/image24818_30xxx.png,2,"[3, 0, 10, 10, 10]"
151,data/newdata/train/image15260_71xxx.png,2,"[7, 1, 10, 10, 10]"
152,data/newdata/train/image20372_5xxxx.png,1,"[5, 10, 10, 10, 10]"
153,data/newdata/train/image19529_25xxx.png,2,"[2, 5, 10, 10, 10]"
154,data/newdata/train/image13453_1212x.png,4,"[1, 2, 1, 2, 10]"
155,data/newdata/train/image17544_87xxx.png,2,"[8, 7, 10, 10, 10]"
156,data/newdata/train/image15984_66xxx.png,2,"[6, 6, 10, 10, 10]"
157,data/newdata/train/image4052_47xxx.png,2,"[4, 7, 10, 10, 10]"
158,data/newdata/train/image12579_1429x.png,4,"[1, 4, 2, 9, 10]"
159,data/newdata/train/image13613_20xxx.png,2,"[2, 0, 10, 10, 10]"
160,data/newdata/train/image5343_11xxx.png,2,"[1, 1, 10, 10, 10]"
161,data/newdata/train/image8395_227xx.png,3,"[2, 2, 7, 10, 10]"
162,data/newdata/train/image3977_240xx.png,3,"[2, 4, 0, 10, 10]"
163,data/newdata/train/image11805_295xx.png,3,"[2, 9, 5, 10, 10]"
164,data/newdata/train/image16031_216xx.png,3,"[2, 1, 6, 10, 10]"
165,data/newdata/train/image24991_342xx.png,3,"[3, 4, 2, 10, 10]"
166,data/newdata/train/image27898_25xxx.png,2,"[2, 5, 10, 10, 10]"
167,data/newdata/train/image23779_70xxx.png,2,"[7, 0, 10, 10, 10]"
168,data/newdata/train/image16414_127xx.png,3,"[1, 2, 7, 10, 10]"
169,data/newdata/train/image12807_14xxx.png,2,"[1, 4, 10, 10, 10]"
170,data/newdata/train/image3647_15xxx.png,2,"[1, 5, 10, 10, 10]"
171,data/newdata/train/image17936_6xxxx.png,1,"[6, 10, 10, 10, 10]"
172,data/newdata/train/image15130_5xxxx.png,1,"[5, 10, 10, 10, 10]"
173,data/newdata/train/image1981_5xxxx.png,1,"[5, 10, 10, 10, 10]"
174,data/newdata/train/image7912_278xx.png,3,"[2, 7, 8, 10, 10]"
175,data/newdata/train/image27558_9xxxx.png,1,"[9, 10, 10, 10, 10]"
176,data/newdata/train/image911_17xxx.png,2,"[1, 7, 10, 10, 10]"
177,data/newdata/train/image5166_14xxx.png,2,"[1, 4, 10, 10, 10]"
178,data/newdata/train/image4158_87xxx.png,2,"[8, 7, 10, 10, 10]"
179,data/newdata/train/image1161_91xxx.png,2,"[9, 1, 10, 10, 10]"
180,data/newdata/train/image10745_97xxx.png,2,"[9, 7, 10, 10, 10]"
181,data/newdata/train/image17580_130xx.png,3,"[1, 3, 0, 10, 10]"
182,data/newdata/train/image13521_12xxx.png,2,"[1, 2, 10, 10, 10]"
183,data/newdata/train/image4867_3xxxx.png,1,"[3, 10, 10, 10, 10]"
184,data/newdata/train/image12063_0xxxx.png,1,"[0, 10, 10, 10, 10]"
185,data/newdata/train/image24253_71xxx.png,2,"[7, 1, 10, 10, 10]"
186,data/newdata/train/image24186_2xxxx.png,1,"[2, 10, 10, 10, 10]"
187,data/newdata/train/image1745_51xxx.png,2,"[5, 1, 10, 10, 10]"
188,data/newdata/train/image23645_0xxxx.png,1,"[0, 10, 10, 10, 10]"
189,data/newdata/train/image28859_1xxxx.png,1,"[1, 10, 10, 10, 10]"
190,data/newdata/train/image27792_2278x.png,4,"[2, 2, 7, 8, 10]"
191,data/newdata/train/image1709_10xxx.png,2,"[1, 0, 10, 10, 10]"
192,data/newdata/train/image10028_32xxx.png,2,"[3, 2, 10, 10, 10]"
193,data/newdata/train/image6166_92xxx.png,2,"[9, 2, 10, 10, 10]"
194,data/newdata/train/image17677_111xx.png,3,"[1, 1, 1, 10, 10]"
195,data/newdata/train/image1715_146xx.png,3,"[1, 4, 6, 10, 10]"
196,data/newdata/train/image1659_57xxx.png,2,"[5, 7, 10, 10, 10]"
197,data/newdata/train/image6819_53xxx.png,2,"[5, 3, 10, 10, 10]"
198,data/newdata/train/image6294_80xxx.png,2,"[8, 0, 10, 10, 10]"
199,data/newdata/train/image10528_97xxx.png,2,"[9, 7, 10, 10, 10]"
200,data/newdata/train/image2015_6xxxx.png,1,"[6, 10, 10, 10, 10]"
201,data/newdata/train/image23107_97xxx.png,2,"[9, 7, 10, 10, 10]"
202,data/newdata/train/image13459_438xx.png,3,"[4, 3, 8, 10, 10]"
203,data/newdata/train/image5595_318xx.png,3,"[3, 1, 8, 10, 10]"
204,data/newdata/train/image24277_286xx.png,3,"[2, 8, 6, 10, 10]"
205,data/newdata/train/image11991_47xxx.png,2,"[4, 7, 10, 10, 10]"
206,data/newdata/train/image15019_559xx.png,3,"[5, 5, 9, 10, 10]"
207,data/newdata/train/image21221_9xxxx.png,1,"[9, 10, 10, 10, 10]"
208,data/newdata/train/image18890_54xxx.png,2,"[5, 4, 10, 10, 10]"
209,data/newdata/train/image22477_2595x.png,4,"[2, 5, 9, 5, 10]"
210,data/newdata/train/image19155_82xxx.png,2,"[8, 2, 10, 10, 10]"
211,data/newdata/train/image713_716xx.png,3,"[7, 1, 6, 10, 10]"
212,data/newdata/train/image10287_22xxx.png,2,"[2, 2, 10, 10, 10]"
213,data/newdata/train/image20748_58xxx.png,2,"[5, 8, 10, 10, 10]"
214,data/newdata/train/image11713_99xxx.png,2,"[9, 9, 10, 10, 10]"
215,data/newdata/train/image22720_269xx.png,3,"[2, 6, 9, 10, 10]"
216,data/newdata/train/image26441_27xxx.png,2,"[2, 7, 10, 10, 10]"
217,data/newdata/train/image13379_282xx.png,3,"[2, 8, 2, 10, 10]"
218,data/newdata/train/image13042_13xxx.png,2,"[1, 3, 10, 10, 10]"
219,data/newdata/train/image25523_5xxxx.png,1,"[5, 10, 10, 10, 10]"
220,data/newdata/train/image19959_59xxx.png,2,"[5, 9, 10, 10, 10]"
221,data/newdata/train/image12182_24xxx.png,2,"[2, 4, 10, 10, 10]"
222,data/newdata/train/image22665_88xxx.png,2,"[8, 8, 10, 10, 10]"
223,data/newdata/train/image6635_11xxx.png,2,"[1, 1, 10, 10, 10]"
224,data/newdata/train/image22962_48xxx.png,2,"[4, 8, 10, 10, 10]"
225,data/newdata/train/image7207_182xx.png,3,"[1, 8, 2, 10, 10]"
226,data/newdata/train/image26540_276xx.png,3,"[2, 7, 6, 10, 10]"
227,data/newdata/train/image5906_26xxx.png,2,"[2, 6, 10, 10, 10]"
228,data/newdata/train/image14435_44xxx.png,2,"[4, 4, 10, 10, 10]"
229,data/newdata/train/image13141_231xx.png,3,"[2, 3, 1, 10, 10]"
230,data/newdata/train/image24637_2062x.png,4,"[2, 0, 6, 2, 10]"
231,data/newdata/train/image28655_120xx.png,3,"[1, 2, 0, 10, 10]"
232,data/newdata/train/image26912_12xxx.png,2,"[1, 2, 10, 10, 10]"
233,data/newdata/train/image25353_53xxx.png,2,"[5, 3, 10, 10, 10]"
234,data/newdata/train/image11300_14xxx.png,2,"[1, 4, 10, 10, 10]"
235,data/newdata/train/image16443_556xx.png,3,"[5, 5, 6, 10, 10]"
236,data/newdata/train/image5855_55xxx.png,2,"[5, 5, 10, 10, 10]"
237,data/newdata/train/image23672_92xxx.png,2,"[9, 2, 10, 10, 10]"
238,data/newdata/train/image28639_21xxx.png,2,"[2, 1, 10, 10, 10]"
239,data/newdata/train/image14122_1xxxx.png,1,"[1, 10, 10, 10, 10]"
240,data/newdata/train/image13546_45xxx.png,2,"[4, 5, 10, 10, 10]"
241,data/newdata/train/image82_17xxx.png,2,"[1, 7, 10, 10, 10]"
242,data/newdata/train/image123_17xxx.png,2,"[1, 7, 10, 10, 10]"
243,data/newdata/train/image772_82xxx.png,2,"[8, 2, 10, 10, 10]"
244,data/newdata/train/image18499_35xxx.png,2,"[3, 5, 10, 10, 10]"
245,data/newdata/train/image18729_61xxx.png,2,"[6, 1, 10, 10, 10]"
246,data/newdata/train/image24275_270xx.png,3,"[2, 7, 0, 10, 10]"
247,data/newdata/train/image11749_83xxx.png,2,"[8, 3, 10, 10, 10]"
248,data/newdata/train/image2740_5xxxx.png,1,"[5, 10, 10, 10, 10]"
249,data/newdata/train/image17842_63xxx.png,2,"[6, 3, 10, 10, 10]"
250,data/newdata/train/image29039_40xxx.png,2,"[4, 0, 10, 10, 10]"
251,data/newdata/train/image26439_172xx.png,3,"[1, 7, 2, 10, 10]"
252,data/newdata/train/image27507_59xxx.png,2,"[5, 9, 10, 10, 10]"
253,data/newdata/train/image5479_172xx.png,3,"[1, 7, 2, 10, 10]"
254,data/newdata/train/image1972_37xxx.png,2,"[3, 7, 10, 10, 10]"
255,data/newdata/train/image24966_1137x.png,4,"[1, 1, 3, 7, 10]"
256,data/newdata/train/image27607_213xx.png,3,"[2, 1, 3, 10, 10]"
257,data/newdata/train/image26093_44xxx.png,2,"[4, 4, 10, 10, 10]"
258,data/newdata/train/image11280_42xxx.png,2,"[4, 2, 10, 10, 10]"
259,data/newdata/train/image28823_197xx.png,3,"[1, 9, 7, 10, 10]"
260,data/newdata/train/image12215_8xxxx.png,1,"[8, 10, 10, 10, 10]"
261,data/newdata/train/image28213_3xxxx.png,1,"[3, 10, 10, 10, 10]"
262,data/newdata/train/image13651_114xx.png,3,"[1, 1, 4, 10, 10]"
263,data/newdata/train/image17972_22xxx.png,2,"[2, 2, 10, 10, 10]"
264,data/newdata/train/image18188_43xxx.png,2,"[4, 3, 10, 10, 10]"
265,data/newdata/train/image20513_61xxx.png,2,"[6, 1, 10, 10, 10]"
266,data/newdata/train/image23215_32xxx.png,2,"[3, 2, 10, 10, 10]"
267,data/newdata/train/image17225_43xxx.png,2,"[4, 3, 10, 10, 10]"
268,data/newdata/train/image27006_7xxxx.png,1,"[7, 10, 10, 10, 10]"
269,data/newdata/train/image988_24xxx.png,2,"[2, 4, 10, 10, 10]"
270,data/newdata/train/image18222_29xxx.png,2,"[2, 9, 10, 10, 10]"
271,data/newdata/train/image22497_368xx.png,3,"[3, 6, 8, 10, 10]"
272,data/newdata/train/image11398_11xxx.png,2,"[1, 1, 10, 10, 10]"
273,data/newdata/train/image25603_4xxxx.png,1,"[4, 10, 10, 10, 10]"
274,data/newdata/train/image20104_66xxx.png,2,"[6, 6, 10, 10, 10]"
275,data/newdata/train/image25858_31xxx.png,2,"[3, 1, 10, 10, 10]"
276,data/newdata/train/image26181_9xxxx.png,1,"[9, 10, 10, 10, 10]"
277,data/newdata/train/image9899_998xx.png,3,"[9, 9, 8, 10, 10]"
278,data/newdata/train/image14770_53xxx.png,2,"[5, 3, 10, 10, 10]"
279,data/newdata/train/image16289_2235x.png,4,"[2, 2, 3, 5, 10]"
280,data/newdata/train/image12688_282xx.png,3,"[2, 8, 2, 10, 10]"
281,data/newdata/train/image19657_7xxxx.png,1,"[7, 10, 10, 10, 10]"
282,data/newdata/train/image9319_2xxxx.png,1,"[2, 10, 10, 10, 10]"
283,data/newdata/train/image7345_11xxx.png,2,"[1, 1, 10, 10, 10]"
284,data/newdata/train/image15557_27xxx.png,2,"[2, 7, 10, 10, 10]"
285,data/newdata/train/image8981_2xxxx.png,1,"[2, 10, 10, 10, 10]"
286,data/newdata/train/image13874_19xxx.png,2,"[1, 9, 10, 10, 10]"
287,data/newdata/train/image27215_97xxx.png,2,"[9, 7, 10, 10, 10]"
288,data/newdata/train/image6326_53xxx.png,2,"[5, 3, 10, 10, 10]"
289,data/newdata/train/image19972_2775x.png,4,"[2, 7, 7, 5, 10]"
290,data/newdata/train/image5670_2290x.png,4,"[2, 2, 9, 0, 10]"
291,data/newdata/train/image26508_3xxxx.png,1,"[3, 10, 10, 10, 10]"
292,data/newdata/train/image22581_46xxx.png,2,"[4, 6, 10, 10, 10]"
293,data/newdata/train/image16315_4xxxx.png,1,"[4, 10, 10, 10, 10]"
294,data/newdata/train/image8962_94xxx.png,2,"[9, 4, 10, 10, 10]"
295,data/newdata/train/image2733_24xxx.png,2,"[2, 4, 10, 10, 10]"
296,data/newdata/train/image1288_13xxx.png,2,"[1, 3, 10, 10, 10]"
297,data/newdata/train/image3868_33xxx.png,2,"[3, 3, 10, 10, 10]"
298,data/newdata/train/image14027_953xx.png,3,"[9, 5, 3, 10, 10]"
299,data/newdata/train/image12315_40xxx.png,2,"[4, 0, 10, 10, 10]"
300,data/newdata/train/image26130_114xx.png,3,"[1, 1, 4, 10, 10]"
301,data/newdata/train/image468_1424x.png,4,"[1, 4, 2, 4, 10]"
302,data/newdata/train/image3142_20xxx.png,2,"[2, 0, 10, 10, 10]"
303,data/newdata/train/image22019_24xxx.png,2,"[2, 4, 10, 10, 10]"
304,data/newdata/train/image1514_90xxx.png,2,"[9, 0, 10, 10, 10]"
305,data/newdata/train/image28986_24xxx.png,2,"[2, 4, 10, 10, 10]"
306,data/newdata/train/image20768_33xxx.png,2,"[3, 3, 10, 10, 10]"
307,data/newdata/train/image10669_119xx.png,3,"[1, 1, 9, 10, 10]"
308,data/newdata/train/image8218_17xxx.png,2,"[1, 7, 10, 10, 10]"
309,data/newdata/train/image17933_31xxx.png,2,"[3, 1, 10, 10, 10]"
310,data/newdata/train/image5801_25xxx.png,2,"[2, 5, 10, 10, 10]"
311,data/newdata/train/image16125_59xxx.png,2,"[5, 9, 10, 10, 10]"
312,data/newdata/train/image28956_21xxx.png,2,"[2, 1, 10, 10, 10]"
313,data/newdata/train/image19474_68xxx.png,2,"[6, 8, 10, 10, 10]"
314,data/newdata/train/image8214_143xx.png,3,"[1, 4, 3, 10, 10]"
315,data/newdata/train/image10326_658xx.png,3,"[6, 5, 8, 10, 10]"
316,data/newdata/train/image23690_15xxx.png,2,"[1, 5, 10, 10, 10]"
317,data/newdata/train/image11377_404xx.png,3,"[4, 0, 4, 10, 10]"
318,data/newdata/train/image23250_8xxxx.png,1,"[8, 10, 10, 10, 10]"
319,data/newdata/train/image24024_16xxx.png,2,"[1, 6, 10, 10, 10]"
320,data/newdata/train/image4017_30xxx.png,2,"[3, 0, 10, 10, 10]"
321,data/newdata/train/image15734_48xxx.png,2,"[4, 8, 10, 10, 10]"
322,data/newdata/train/image1759_58xxx.png,2,"[5, 8, 10, 10, 10]"
323,data/newdata/train/image21455_221xx.png,3,"[2, 2, 1, 10, 10]"
324,data/newdata/train/image3505_32xxx.png,2,"[3, 2, 10, 10, 10]"
325,data/newdata/train/image24338_59xxx.png,2,"[5, 9, 10, 10, 10]"
326,data/newdata/train/image6923_14xxx.png,2,"[1, 4, 10, 10, 10]"
327,data/newdata/train/image5541_330xx.png,3,"[3, 3, 0, 10, 10]"
328,data/newdata/train/image9607_6xxxx.png,1,"[6, 10, 10, 10, 10]"
329,data/newdata/train/image17279_16xxx.png,2,"[1, 6, 10, 10, 10]"
330,data/newdata/train/image5814_245xx.png,3,"[2, 4, 5, 10, 10]"
331,data/newdata/train/image26377_47xxx.png,2,"[4, 7, 10, 10, 10]"
332,data/newdata/train/image27998_75xxx.png,2,"[7, 5, 10, 10, 10]"
333,data/newdata/train/image27644_189xx.png,3,"[1, 8, 9, 10, 10]"
334,data/newdata/train/image13445_270xx.png,3,"[2, 7, 0, 10, 10]"
335,data/newdata/train/image3519_92xxx.png,2,"[9, 2, 10, 10, 10]"
336,data/newdata/train/image3247_159xx.png,3,"[1, 5, 9, 10, 10]"
337,data/newdata/train/image5597_207xx.png,3,"[2, 0, 7, 10, 10]"
338,data/newdata/train/image492_1022x.png,4,"[1, 0, 2, 2, 10]"
339,data/newdata/train/image14786_93xxx.png,2,"[9, 3, 10, 10, 10]"
340,data/newdata/train/image2271_239xx.png,3,"[2, 3, 9, 10, 10]"
341,data/newdata/train/image360_16xxx.png,2,"[1, 6, 10, 10, 10]"
